ms,s,p,v,dv0,dv1,dv2,dv3,sum
3916,3.916,0.69,3.73,0.65,0.0,0.0,0.42,1.07
4016,4.016,-2.17,0.0,0.7,0.0,0.0,0.42,1.1199999999999999
4114,4.114,1.09,4.68,0.76,0.0,0.0,0.36,1.12
4213,4.213,0.93,4.31,0.74,0.0,0.0,0.37,1.1099999999999999
4313,4.313,-2.8,0.0,0.68,0.0,0.0,0.51,1.19
4411,4.411,-1.53,0.0,0.78,0.0,0.0,0.66,1.44
4509,4.509,0.13,1.61,0.7,0.0,0.0,0.53,1.23
4609,4.609,0.93,4.31,0.78,0.0,0.0,0.39,1.17
4708,4.708,0.87,4.17,0.7,0.0,0.0,0.46,1.16
4807,4.807,-1.95,0.0,0.73,0.0,0.0,0.43,1.16
4910,4.91,-1.32,0.0,0.74,0.0,0.0,0.48,1.22
5008,5.008,-0.69,0.0,0.74,0.0,0.0,0.6,1.3399999999999999
5106,5.106,0.93,4.31,0.7,0.0,0.0,0.49,1.19
5206,5.206,0.36,2.68,0.74,0.0,0.0,0.5,1.24
5305,5.305,-1.11,0.0,0.74,0.0,0.0,0.59,1.33
5403,5.403,0.93,4.32,0.65,0.0,0.0,0.53,1.1800000000000002
5504,5.504,1.55,5.59,0.63,0.0,0.0,0.61,1.24
5603,5.603,-1.95,0.0,0.73,0.0,0.0,0.55,1.28
5701,5.701,1.09,4.68,0.67,0.0,0.0,0.58,1.25
5801,5.801,0.93,4.32,0.72,0.0,0.0,0.51,1.23
5901,5.901,0.42,2.89,0.85,0.0,0.0,0.86,1.71
6000,6.0,0.81,4.04,0.72,0.12,0.02,0.56,1.42
6100,6.1,1.21,4.94,0.99,0.21,0.27,0.68,2.15
6200,6.2,-1.11,0.0,1.09,0.53,0.46,0.54,2.62
6302,6.302,0.18,1.92,1.07,0.48,0.48,0.69,2.72
6402,6.402,0.81,4.04,1.09,0.47,0.54,0.78,2.88
6501,6.501,-3.22,0.0,1.0,0.44,0.47,0.79,2.7
6600,6.6,0.75,3.88,1.01,0.42,0.51,0.8,2.74
6700,6.7,1.67,5.79,1.1,0.42,0.52,0.79,2.83
6799,6.799,0.59,3.44,1.04,0.43,0.49,0.77,2.73
6898,6.898,0.93,4.32,1.04,0.46,0.51,0.78,2.79
6998,6.998,1.67,5.79,1.08,0.46,0.53,0.81,2.8800000000000003
7097,7.097,0.47,3.08,0.99,0.45,0.52,0.8,2.76
7196,7.196,-4.27,0.0,1.0,0.44,0.52,0.8,2.76
7296,7.296,-0.08,0.0,1.07,0.48,0.59,0.82,2.96
7395,7.395,0.87,4.18,1.04,0.43,0.52,0.81,2.8
7494,7.494,-4.27,0.0,1.02,0.41,0.49,0.77,2.69
7593,7.593,-4.27,0.0,1.04,0.45,0.55,0.83,2.87
7696,7.696,0.7,3.74,1.12,0.51,0.54,0.78,2.95
7795,7.795,-3.43,0.0,1.05,0.43,0.53,0.76,2.7699999999999996
7895,7.895,-0.08,0.0,1.06,0.44,0.56,0.83,2.89
7993,7.993,0.75,3.88,1.05,0.51,0.53,0.79,2.88
8092,8.092,0.24,2.18,1.06,0.43,0.52,0.77,2.78
8192,8.192,-4.27,0.0,1.03,0.43,0.52,0.81,2.79
8291,8.291,0.18,1.92,1.12,0.52,0.52,0.79,2.95
8390,8.39,-4.27,0.0,1.07,0.43,0.5,0.76,2.76
8491,8.491,-4.27,0.0,1.05,0.45,0.57,0.83,2.9
8590,8.59,0.36,2.68,1.04,0.51,0.55,0.82,2.92
8689,8.689,-2.17,0.0,1.04,0.41,0.53,0.79,2.77
8790,8.79,0.02,0.58,1.05,0.4,0.53,0.82,2.8000000000000003
8889,8.889,-0.69,0.0,1.02,0.46,0.56,0.81,2.85
8988,8.988,0.36,2.68,1.07,0.47,0.58,0.83,2.95
9092,9.092,-1.96,0.0,1.04,0.42,0.5,0.82,2.78
9191,9.191,1.61,5.68,1.05,0.48,0.56,0.8,2.8899999999999997
9290,9.29,-3.43,0.0,1.03,0.44,0.49,0.8,2.76
9390,9.39,-4.27,0.0,1.06,0.47,0.59,0.83,2.95
9489,9.489,0.47,3.08,1.07,0.51,0.55,0.8,2.9299999999999997
9588,9.588,-2.8,0.0,1.06,0.42,0.53,0.8,2.8099999999999996
9688,9.688,-1.75,0.0,1.05,0.4,0.46,0.8,2.71
9787,9.787,0.64,3.58,1.01,0.44,0.56,0.83,2.84
9886,9.886,0.3,2.47,1.06,0.45,0.58,0.84,2.9299999999999997
9986,9.986,-1.75,0.0,0.93,0.39,0.49,0.8,2.6100000000000003
10085,10.085,0.53,3.26,1.03,0.43,0.51,0.81,2.7800000000000002
10184,10.184,-2.38,0.0,1.09,0.42,0.48,0.77,2.76
10284,10.284,-0.69,0.0,1.05,0.46,0.55,0.82,2.88
10383,10.383,0.75,3.89,1.02,0.53,0.51,0.78,2.84
10486,10.486,-4.27,0.0,1.0,0.4,0.52,0.79,2.71
10586,10.586,0.87,4.18,1.1,0.46,0.45,0.77,2.7800000000000002
10685,10.685,-1.96,0.0,1.0,0.46,0.5,0.78,2.74
10784,10.784,0.3,2.47,1.03,0.52,0.54,0.79,2.88
10884,10.884,0.02,0.58,1.09,0.48,0.57,0.82,2.96
10983,10.983,-4.27,0.0,1.04,0.42,0.46,0.77,2.69
11082,11.082,0.53,3.26,1.03,0.43,0.46,0.79,2.71
11182,11.182,1.21,4.94,1.07,0.43,0.54,0.82,2.86
11281,11.281,-2.8,0.0,0.98,0.41,0.5,0.78,2.67
11380,11.38,-2.59,0.0,1.01,0.46,0.49,0.77,2.73
11480,11.48,1.1,4.69,1.14,0.47,0.47,0.77,2.85
11579,11.579,0.87,4.18,1.02,0.46,0.53,0.78,2.79
11678,11.678,0.47,3.08,1.05,0.47,0.5,0.78,2.8
11778,11.778,0.98,4.45,1.17,0.46,0.52,0.83,2.98
11881,11.881,-3.01,0.0,1.02,0.4,0.51,0.8,2.73
11980,11.98,1.33,5.17,1.01,0.43,0.58,0.85,2.87
12081,12.081,-3.23,0.0,1.07,0.39,0.51,0.81,2.7800000000000002
12180,12.18,-4.27,0.0,1.05,0.41,0.56,0.86,2.88
12279,12.279,0.13,1.61,1.05,0.48,0.51,0.8,2.84
12379,12.379,-3.01,0.0,1.09,0.42,0.53,0.77,2.81
12478,12.478,0.42,2.89,1.07,0.39,0.51,0.85,2.82
12577,12.577,0.98,4.45,1.07,0.5,0.53,0.83,2.93
12677,12.677,-3.01,0.0,1.03,0.4,0.52,0.83,2.7800000000000002
12776,12.776,-2.17,0.0,1.03,0.42,0.53,0.84,2.82
12875,12.875,0.64,3.58,1.04,0.49,0.59,0.84,2.96
12975,12.975,-0.08,0.0,1.08,0.42,0.54,0.81,2.85
13074,13.074,-1.75,0.0,1.04,0.43,0.5,0.82,2.79
13173,13.173,0.3,2.47,1.04,0.47,0.49,0.8,2.8
13277,13.277,0.02,0.58,1.09,0.47,0.58,0.83,2.97
13376,13.376,-4.27,0.0,1.04,0.42,0.54,0.82,2.82
13475,13.475,-1.11,0.0,1.01,0.45,0.52,0.79,2.77
13575,13.575,1.04,4.57,1.11,0.44,0.48,0.79,2.8200000000000003
13675,13.675,0.58,3.42,1.02,0.42,0.54,0.78,2.76
13775,13.775,0.99,4.45,1.04,0.48,0.54,0.79,2.85
13876,13.876,1.33,5.17,1.09,0.49,0.53,0.81,2.9200000000000004
13976,13.976,-1.53,0.0,1.01,0.44,0.57,0.84,2.86
14075,14.075,0.81,4.04,1.05,0.46,0.57,0.83,2.91
14176,14.176,0.47,3.08,1.07,0.45,0.55,0.84,2.91
14276,14.276,-4.27,0.0,1.01,0.41,0.55,0.88,2.85
14376,14.376,0.7,3.74,1.01,0.44,0.59,0.88,2.92
14489,14.489,-3.02,0.0,0.99,0.41,0.54,0.85,2.79
14588,14.588,0.87,4.18,1.11,0.43,0.53,0.87,2.9400000000000004
14692,14.692,-0.9,0.0,1.0,0.39,0.52,0.83,2.74
14791,14.791,0.81,4.04,1.0,0.41,0.52,0.82,2.75
14891,14.891,0.93,4.32,1.1,0.47,0.56,0.84,2.9699999999999998
14990,14.99,-1.96,0.0,1.02,0.41,0.55,0.83,2.81
15089,15.089,0.93,4.32,1.03,0.48,0.5,0.8,2.8099999999999996
15190,15.19,0.99,4.45,1.12,0.46,0.5,0.81,2.89
15289,15.289,-4.07,0.0,0.97,0.42,0.56,0.82,2.77
15388,15.388,0.3,2.46,1.03,0.43,0.55,0.81,2.82
15489,15.489,1.61,5.69,1.07,0.45,0.53,0.83,2.88
15589,15.589,0.58,3.42,1.04,0.44,0.5,0.8,2.7800000000000002
15688,15.688,0.99,4.45,1.07,0.53,0.6,0.82,3.02
15789,15.789,-0.69,0.0,1.08,0.47,0.57,0.84,2.96
15888,15.888,-4.27,0.0,1.04,0.43,0.5,0.83,2.8
15987,15.987,-0.08,0.0,1.01,0.42,0.55,0.83,2.81
16090,16.09,0.3,2.46,1.07,0.44,0.57,0.84,2.92
16190,16.19,-2.38,0.0,1.04,0.41,0.49,0.83,2.77
16289,16.289,0.81,4.04,1.05,0.48,0.59,0.83,2.95
16390,16.39,-0.08,0.0,1.06,0.43,0.57,0.86,2.92
16489,16.489,-0.48,0.0,0.99,0.41,0.52,0.84,2.76
16588,16.588,0.7,3.74,1.04,0.46,0.52,0.81,2.83
16689,16.689,-1.75,0.0,1.14,0.44,0.53,0.8,2.91
16788,16.788,1.1,4.69,1.09,0.4,0.56,0.84,2.89
16888,16.888,0.3,2.46,1.04,0.42,0.57,0.84,2.8699999999999997
16989,16.989,-1.11,0.0,1.03,0.43,0.54,0.84,2.84
17088,17.088,-1.96,0.0,1.04,0.44,0.6,0.85,2.93
17187,17.187,-3.65,0.0,1.02,0.42,0.49,0.8,2.73
17287,17.287,0.75,3.89,1.09,0.51,0.55,0.81,2.9600000000000004
17387,17.387,-4.27,0.0,1.01,0.43,0.53,0.81,2.7800000000000002
17489,17.489,0.99,4.45,1.09,0.48,0.53,0.79,2.89
17590,17.59,-0.48,0.0,1.07,0.42,0.47,0.75,2.71
17689,17.689,0.75,3.89,1.07,0.53,0.52,0.78,2.9000000000000004
17790,17.79,-4.27,0.0,1.06,0.46,0.5,0.76,2.7800000000000002
17890,17.89,-4.27,0.0,1.08,0.48,0.54,0.83,2.93
17989,17.989,-0.9,0.0,1.08,0.48,0.47,0.75,2.7800000000000002
18089,18.089,-0.27,0.0,1.04,0.47,0.55,0.83,2.89
18189,18.189,1.27,5.06,1.13,0.46,0.53,0.81,2.93
18289,18.289,-2.59,0.0,0.98,0.39,0.55,0.83,2.75
18390,18.39,0.42,2.89,1.01,0.44,0.48,0.82,2.75
18490,18.49,1.22,4.94,1.11,0.42,0.54,0.81,2.8800000000000003
18590,18.59,-0.69,0.0,1.06,0.42,0.53,0.81,2.82
18690,18.69,0.65,3.6,1.08,0.5,0.53,0.81,2.9200000000000004
18790,18.79,-1.54,0.0,1.08,0.41,0.47,0.77,2.73
18887,18.887,0.81,4.04,1.06,0.44,0.49,0.8,2.79
18988,18.988,-1.33,0.0,1.04,0.5,0.56,0.82,2.92
19087,19.087,-1.11,0.0,1.08,0.47,0.6,0.85,3.0
19186,19.186,-3.44,0.0,1.04,0.41,0.49,0.81,2.75
19286,19.286,1.1,4.69,1.04,0.42,0.5,0.8,2.76
19386,19.386,0.99,4.45,1.09,0.42,0.57,0.84,2.92
19486,19.486,-4.07,0.0,1.05,0.4,0.51,0.82,2.7800000000000002
19586,19.586,0.53,3.26,1.08,0.53,0.52,0.8,2.9299999999999997
19686,19.686,-4.27,0.0,1.04,0.44,0.53,0.81,2.82
19785,19.785,0.65,3.6,1.15,0.49,0.53,0.82,2.9899999999999998
19886,19.886,0.3,2.46,1.0,0.44,0.52,0.81,2.77
19986,19.986,0.65,3.6,1.03,0.48,0.55,0.8,2.8600000000000003
20086,20.086,-1.11,0.0,1.11,0.48,0.57,0.82,2.98
20189,20.189,-1.11,0.0,1.04,0.41,0.53,0.83,2.81
20288,20.288,0.87,4.18,1.04,0.48,0.55,0.83,2.9000000000000004
20388,20.388,-0.9,0.0,1.08,0.4,0.55,0.83,2.8600000000000003
20488,20.488,-3.86,0.0,1.04,0.4,0.51,0.84,2.79
20587,20.587,0.3,2.46,1.04,0.49,0.54,0.81,2.8800000000000003
20687,20.687,-1.11,0.0,1.12,0.41,0.53,0.81,2.87
20787,20.787,-0.9,0.0,1.04,0.41,0.52,0.83,2.8
20886,20.886,0.65,3.6,1.04,0.46,0.55,0.81,2.86
20986,20.986,-1.11,0.0,1.09,0.44,0.57,0.85,2.95
21086,21.086,-2.17,0.0,0.97,0.4,0.5,0.82,2.69
21185,21.185,0.24,2.18,1.06,0.44,0.5,0.82,2.82
21285,21.285,0.65,3.6,1.08,0.47,0.58,0.85,2.98
21386,21.386,-1.75,0.0,1.07,0.42,0.5,0.8,2.79
21485,21.485,1.5,5.49,1.03,0.46,0.55,0.82,2.86
21590,21.59,-1.75,0.0,1.05,0.43,0.56,0.84,2.88
21689,21.689,1.04,4.57,0.99,0.4,0.48,0.81,2.68
21788,21.788,-3.65,0.0,1.03,0.46,0.5,0.82,2.81
21888,21.888,-0.08,0.0,1.13,0.54,0.54,0.83,3.04
21987,21.987,1.22,4.94,1.12,0.5,0.49,0.78,2.8900000000000006
22086,22.086,-1.11,0.0,1.11,0.45,0.54,0.76,2.8600000000000003
22187,22.187,-0.9,0.0,1.05,0.45,0.5,0.79,2.79
22286,22.286,0.42,2.89,1.06,0.51,0.53,0.82,2.92
22385,22.385,-1.12,0.0,1.12,0.42,0.5,0.76,2.8
22486,22.486,-3.44,0.0,1.04,0.43,0.56,0.84,2.87
22585,22.585,0.12,1.58,1.04,0.5,0.56,0.83,2.93
22684,22.684,-4.27,0.0,0.97,0.34,0.59,0.88,2.78
22784,22.784,1.5,5.49,1.1,0.38,0.54,0.86,2.88
22883,22.883,-2.17,0.0,0.99,0.38,0.55,0.87,2.79
22985,22.985,0.47,3.09,1.09,0.52,0.57,0.79,2.97
23084,23.084,-2.38,0.0,1.22,0.77,0.0,0.0,1.99
23182,23.182,-1.33,0.0,0.58,0.0,0.0,0.5,1.08
23280,23.28,0.81,4.04,0.61,0.0,0.0,0.39,1.0
23379,23.379,-4.27,0.0,0.68,0.0,0.0,0.42,1.1
23478,23.478,1.33,5.17,0.7,0.0,0.0,0.38,1.08
23576,23.576,0.02,0.65,0.58,0.0,0.0,0.37,0.95
23674,23.674,-3.86,0.0,0.64,0.0,0.0,0.46,1.1
23773,23.773,-0.08,0.0,0.65,0.0,0.0,0.31,0.96
23871,23.871,0.3,2.46,0.72,0.0,0.0,0.37,1.0899999999999999
23969,23.969,-1.12,0.0,0.68,0.0,0.0,0.43,1.11
24068,24.068,-3.02,0.0,0.6,0.0,0.0,0.54,1.1400000000000001
24166,24.166,0.93,4.33,0.72,0.0,0.0,0.37,1.0899999999999999
24264,24.264,-4.27,0.0,0.68,0.0,0.0,0.39,1.07
24365,24.365,-3.44,0.0,0.62,0.0,0.0,0.37,0.99
24463,24.463,-3.86,0.0,0.66,0.0,0.0,0.48,1.1400000000000001
24561,24.561,0.53,3.26,0.7,0.0,0.0,0.54,1.24
24660,24.66,1.34,5.18,0.66,0.0,0.0,0.53,1.19
24759,24.759,0.99,4.46,0.64,0.0,0.0,0.49,1.13
24857,24.857,0.18,1.92,0.64,0.0,0.0,0.42,1.06
24955,24.955,0.02,0.65,0.68,0.0,0.0,0.38,1.06
25054,25.054,-4.27,0.0,0.65,0.0,0.0,0.5,1.15
25152,25.152,-4.27,0.0,0.68,0.0,0.0,0.51,1.19
25250,25.25,-3.23,0.0,0.62,0.0,0.0,0.54,1.1600000000000001
25349,25.349,0.42,2.89,0.72,0.0,0.0,0.46,1.18
25447,25.447,1.1,4.71,0.62,0.0,0.0,0.53,1.15
25545,25.545,0.93,4.33,0.69,0.0,0.0,0.45,1.14
25644,25.644,0.18,1.92,0.68,0.0,0.0,0.42,1.1
25745,25.745,0.36,2.68,0.69,0.0,0.0,0.43,1.1199999999999999
25843,25.843,-0.48,0.0,0.64,0.0,0.0,0.46,1.1
25942,25.942,0.36,2.68,0.68,0.0,0.0,0.48,1.1600000000000001
26040,26.04,-0.48,0.0,0.65,0.0,0.0,0.46,1.11
26138,26.138,-1.12,0.0,0.64,0.0,0.0,0.45,1.09
26236,26.236,-1.12,0.0,0.67,0.0,0.0,0.42,1.09
26335,26.335,-1.12,0.0,0.63,0.0,0.0,0.43,1.06
26433,26.433,0.02,0.65,0.71,0.0,0.0,0.46,1.17
26532,26.532,-2.17,0.0,0.71,0.0,0.0,0.4,1.1099999999999999
26631,26.631,-2.17,0.0,0.67,0.0,0.0,0.44,1.11
26729,26.729,-1.75,0.0,0.66,0.0,0.0,0.43,1.09
26827,26.827,-2.38,0.0,0.66,0.0,0.0,0.46,1.12
26926,26.926,-0.9,0.0,0.68,0.0,0.0,0.53,1.21
27024,27.024,1.05,4.58,0.72,0.0,0.0,0.51,1.23
27125,27.125,0.82,4.05,0.7,0.0,0.0,0.55,1.25
27224,27.224,1.5,5.5,0.66,0.0,0.0,0.53,1.19
27323,27.323,1.16,4.82,0.66,0.0,0.0,0.53,1.19
27422,27.422,1.34,5.18,0.63,0.0,0.0,0.49,1.12
27522,27.522,1.05,4.58,0.65,0.0,0.0,0.51,1.1600000000000001
27620,27.62,1.16,4.82,0.67,0.0,0.0,0.44,1.11
27719,27.719,1.16,4.82,0.67,0.0,0.0,0.37,1.04
27819,27.819,0.88,4.19,0.64,0.0,0.0,0.39,1.03
27918,27.918,1.34,5.18,0.66,0.0,0.0,0.45,1.11
28017,28.017,1.05,4.58,0.65,0.0,0.0,0.36,1.01
28118,28.118,0.93,4.33,0.63,0.0,0.0,0.42,1.05
28217,28.217,1.22,4.94,0.67,0.0,0.0,0.49,1.1600000000000001
28316,28.316,1.05,4.58,0.66,0.0,0.0,0.46,1.12
28418,28.418,0.99,4.46,0.67,0.0,0.0,0.4,1.07
28517,28.517,0.64,3.59,0.66,0.0,0.0,0.38,1.04
28616,28.616,0.7,3.74,0.66,0.0,0.0,0.42,1.08
28716,28.716,0.18,1.92,0.64,0.0,0.0,0.35,0.99
28815,28.815,0.93,4.33,0.64,0.0,0.0,0.45,1.09
28913,28.913,0.93,4.33,0.66,0.0,0.0,0.49,1.15
29014,29.014,0.36,2.68,0.68,0.0,0.0,0.4,1.08
29113,29.113,-3.65,0.0,0.67,0.0,0.0,0.44,1.11
29211,29.211,1.05,4.58,0.63,0.0,0.0,0.51,1.1400000000000001
29310,29.31,-1.96,0.0,0.66,0.0,0.0,0.43,1.09
29409,29.409,-1.96,0.0,0.68,0.0,0.0,0.51,1.19
29507,29.507,1.34,5.18,0.67,0.0,0.0,0.48,1.15
29606,29.606,-4.27,0.0,0.66,0.0,0.0,0.39,1.05
29705,29.705,0.42,2.89,0.71,0.0,0.0,0.39,1.1
29806,29.806,-0.27,0.0,0.63,0.0,0.0,0.51,1.1400000000000001
29904,29.904,0.82,4.05,0.58,0.0,0.0,0.44,1.02
30004,30.004,-0.27,0.0,0.63,0.0,0.0,0.46,1.09
30102,30.102,-1.12,0.0,0.68,0.0,0.0,0.44,1.12
30200,30.2,0.24,2.18,0.66,0.0,0.0,0.37,1.03
30300,30.3,-3.86,0.0,0.71,0.0,0.0,0.45,1.16
30398,30.398,0.53,3.26,0.69,0.0,0.0,0.36,1.0499999999999998
30497,30.497,-3.65,0.0,0.65,0.0,0.0,0.49,1.1400000000000001
30596,30.596,0.64,3.59,0.57,0.0,0.0,0.57,1.14
30694,30.694,-3.23,0.0,0.63,0.0,0.0,0.43,1.06
30792,30.792,0.42,2.89,0.66,0.0,0.0,0.49,1.15
30891,30.891,1.1,4.71,0.69,0.0,0.0,0.43,1.1199999999999999
30989,30.989,-4.07,0.0,0.7,0.0,0.0,0.46,1.16
31087,31.087,1.05,4.58,0.72,0.0,0.0,0.35,1.0699999999999998
31190,31.19,-1.33,0.0,0.56,0.0,0.0,0.55,1.11
31288,31.288,0.53,3.26,0.63,0.0,0.0,0.46,1.09
31386,31.386,0.47,3.09,0.69,0.0,0.0,0.42,1.1099999999999999
31484,31.484,1.1,4.71,0.69,0.0,0.0,0.48,1.17
31583,31.583,-4.27,0.0,0.59,0.0,0.0,0.5,1.0899999999999999
31681,31.681,1.1,4.71,0.66,0.0,0.0,0.42,1.08
31779,31.779,-4.27,0.0,0.66,0.0,0.0,0.42,1.08
31878,31.878,1.27,5.06,0.66,0.0,0.0,0.44,1.1
31976,31.976,-1.33,0.0,0.74,0.0,0.0,0.52,1.26
32074,32.074,1.1,4.71,0.66,0.0,0.0,0.51,1.17
32173,32.173,-0.9,0.0,0.7,0.0,0.0,0.42,1.1199999999999999
32271,32.271,-3.86,0.0,0.64,0.0,0.0,0.45,1.09
32369,32.369,1.05,4.58,0.71,0.0,0.0,0.33,1.04
32470,32.47,-4.27,0.0,0.61,0.0,0.0,0.38,0.99
32571,32.571,1.5,5.5,0.67,0.0,0.0,0.45,1.12
32669,32.669,-1.12,0.0,0.56,0.0,0.0,0.54,1.1
32768,32.768,1.22,4.94,0.58,0.0,0.0,0.44,1.02
32866,32.866,-3.44,0.0,0.61,0.0,0.0,0.48,1.0899999999999999
32964,32.964,1.27,5.06,0.64,0.0,0.0,0.41,1.05
33062,33.062,-0.48,0.0,0.64,0.0,0.0,0.53,1.17
33161,33.161,1.27,5.06,0.72,0.0,0.0,0.36,1.08
33259,33.259,-4.27,0.0,0.65,0.0,0.0,0.51,1.1600000000000001
33357,33.357,0.47,3.09,0.78,0.0,0.0,0.26,1.04
33456,33.456,0.24,2.18,0.67,0.0,0.0,0.44,1.11
33554,33.554,0.18,1.92,0.7,0.0,0.0,0.42,1.1199999999999999
33652,33.652,0.7,3.74,0.63,0.0,0.0,0.6,1.23
33751,33.751,-2.6,0.0,0.65,0.0,0.0,0.58,1.23
33849,33.849,0.93,4.33,0.65,0.0,0.0,0.49,1.1400000000000001
33950,33.95,0.47,3.09,0.69,0.0,0.0,0.49,1.18
34050,34.05,-0.69,0.0,0.62,0.0,0.0,0.56,1.1800000000000002
34148,34.148,1.16,4.82,0.6,0.0,0.0,0.44,1.04
34247,34.247,-2.8,0.0,0.66,0.0,0.0,0.43,1.09
34347,34.347,1.56,5.6,0.71,0.0,0.0,0.35,1.06
34446,34.446,0.47,3.09,0.62,0.0,0.0,0.41,1.03
34545,34.545,-1.12,0.0,0.66,0.0,0.0,0.46,1.12
34644,34.644,1.1,4.71,0.65,0.0,0.0,0.48,1.13
34744,34.744,-2.6,0.0,0.75,0.0,0.0,0.5,1.25
34842,34.842,0.88,4.19,0.68,0.0,0.0,0.44,1.12
34942,34.942,-4.27,0.0,0.61,0.0,0.0,0.52,1.13
35041,35.041,0.12,1.58,0.63,0.0,0.0,0.32,0.95
35140,35.14,0.88,4.19,0.62,0.0,0.0,0.4,1.02
35240,35.24,0.64,3.59,0.7,0.0,0.0,0.42,1.1199999999999999
35343,35.343,-4.27,0.0,0.73,0.0,0.0,0.4,1.13
35441,35.441,-2.81,0.0,0.66,0.0,0.0,0.35,1.01
35540,35.54,0.59,3.44,0.65,0.0,0.0,0.52,1.17
35640,35.64,0.93,4.33,0.66,0.0,0.0,0.45,1.11
35739,35.739,0.18,1.92,0.75,0.0,0.0,0.41,1.16
35840,35.84,-4.07,0.0,0.6,0.0,0.0,0.43,1.03
35938,35.938,0.99,4.46,0.64,0.0,0.0,0.42,1.06
36037,36.037,-2.6,0.0,0.65,0.0,0.0,0.42,1.07
36136,36.136,1.79,6.0,0.68,0.0,0.0,0.38,1.06
36236,36.236,0.02,0.65,0.65,0.0,0.0,0.47,1.12
36335,36.335,0.64,3.59,0.68,0.0,0.0,0.5,1.1800000000000002
36435,36.435,0.12,1.58,0.67,0.0,0.0,0.52,1.19
36535,36.535,-0.08,0.0,0.72,0.0,0.0,0.61,1.33
36636,36.636,0.7,3.74,0.65,0.0,0.0,0.4,1.05
36736,36.736,-2.38,0.0,0.7,0.0,0.0,0.4,1.1
36834,36.834,-4.27,0.0,0.62,0.0,0.0,0.46,1.08
36932,36.932,0.76,3.9,0.74,0.0,0.0,0.38,1.12
37032,37.032,-3.87,0.0,0.7,0.0,0.0,0.34,1.04
37131,37.131,-4.27,0.0,0.64,0.0,0.0,0.39,1.03
37229,37.229,0.7,3.74,0.61,0.0,0.0,0.37,0.98
37328,37.328,-1.33,0.0,0.69,0.0,0.0,0.4,1.0899999999999999
37427,37.427,1.05,4.58,0.73,0.0,0.0,0.24,0.97
37526,37.526,0.42,2.91,0.63,0.0,0.0,0.42,1.05
37625,37.625,-4.07,0.0,0.68,0.0,0.0,0.46,1.1400000000000001
37724,37.724,1.16,4.82,0.67,0.0,0.0,0.39,1.06
37823,37.823,-1.96,0.0,0.69,0.0,0.0,0.48,1.17
37921,37.921,-1.33,0.0,0.69,0.0,0.0,0.49,1.18
38023,38.023,0.88,4.19,0.65,0.0,0.0,0.6,1.25
38122,38.122,0.02,0.65,0.66,0.0,0.0,0.57,1.23
38221,38.221,0.93,4.33,0.7,0.0,0.0,0.4,1.1
38321,38.321,-4.27,0.0,0.6,0.0,0.0,0.47,1.0699999999999998
38419,38.419,1.1,4.7,0.7,0.0,0.0,0.33,1.03
38518,38.518,0.64,3.59,0.68,0.0,0.0,0.48,1.1600000000000001
38618,38.618,1.39,5.28,0.69,0.0,0.0,0.47,1.16
